,Statement Description,topics,label,1,2,3,4,5,6,7,8,
680,this topic covers service virtualization as a method  to emulate the behavior of specific components such  as cloud-based applications and service-oriented  architecture. ,emulating cloud based applications,4,0,0,0,1,0,0,0,0,
681,this topic covers service virtualization as a method  to emulate the behavior of specific components such  as cloud-based applications and service-oriented  architecture. ,service oriented architecture emulation,4,0,0,0,1,0,0,0,0,
682,this topic covers service virtualization as a method  to emulate the behavior of specific components such  as cloud-based applications and service-oriented  architecture. ,methodology of service virtualization,4,0,0,0,1,0,0,0,0,
683,"this topic looks at the vulnerabilities and exploits of  client-server, peer-to-peer, and virtualization  network services. common service signatures are  often used for vulnerability profiling. ",client server network services vulnerabilities,4,0,0,0,1,0,0,0,0,
684,"this topic looks at the vulnerabilities and exploits of  client-server, peer-to-peer, and virtualization  network services. common service signatures are  often used for vulnerability profiling. ",peer to peer network services vulnerabilities,4,0,0,0,1,0,0,0,0,
685,"this topic looks at the vulnerabilities and exploits of  client-server, peer-to-peer, and virtualization  network services. common service signatures are  often used for vulnerability profiling. ",virtualization network services vulnerabilities,4,0,0,0,1,0,0,0,0,
686,"this topic looks at the vulnerabilities and exploits of  client-server, peer-to-peer, and virtualization  network services. common service signatures are  often used for vulnerability profiling. ",common service signatures for vulnerability profiling,4,0,0,0,1,0,0,0,0,
687,this knowledge unit captures current concepts in  network protection. it is likely that the vocabulary  and technology will evolve significantly over time.  the key ideas should include connection vulnerabilities like inserting a tap into a connector  and enabling eavesdropping. all of these provide  vulnerabilities that can be exploited for man-in-the-middle attacks. the idea of base-line capture and  monitoring for deviations from the base needs to be  covered as it applies in several of the specific topics. ,connection vulnerabilities,4,0,0,0,1,0,0,0,0,
688,this knowledge unit captures current concepts in  network protection. it is likely that the vocabulary  and technology will evolve significantly over time.  the key ideas should include connection vulnerabilities like inserting a tap into a connector  and enabling eavesdropping. all of these provide  vulnerabilities that can be exploited for man-in-the-middle attacks. the idea of base-line capture and  monitoring for deviations from the base needs to be  covered as it applies in several of the specific topics. ,inserting a tap into a connector,4,0,0,0,1,0,0,0,0,
689,this knowledge unit captures current concepts in  network protection. it is likely that the vocabulary  and technology will evolve significantly over time.  the key ideas should include connection vulnerabilities like inserting a tap into a connector  and enabling eavesdropping. all of these provide  vulnerabilities that can be exploited for man-in-the-middle attacks. the idea of base-line capture and  monitoring for deviations from the base needs to be  covered as it applies in several of the specific topics. ,enabling eavesdropping,4,0,0,0,1,0,0,0,0,
